Flight No.,"Version,Booster [b]",Launch site,Payload[c],Payload mass,Orbit,Customer,Launchoutcome,Boosterlanding,1,2,3,4,5,6,7,Payload,Launch outcome,Version Booster,Booster landing,Date,Time
64,,CCAFS,,"9,600 kg",LEO,Iridium Communications,,,,,,,,,,Hispasat 30W-6,Success,F9 B4,Not attempted,"['22 February 2018,', '14:17']",05:33
65,,VAFB,,"2,647 kg",HEO,SES,,,,,,,,,,Iridium NEXT,Success,F9 B4B1041.2,Not attempted,"['6 March 2018,', '05:33']",14:14
66,,CCAFS,,362 kg,GTO,NASA,,,,,,,,,,SpaceX CRS-14,Success,F9 B4B1039.2,Success,"['30 March 2018,', '14:14']",20:30
67,,CCAFS,,"3,600 kg",Polar,Telesat,,,,,,,,,,Transiting Exoplanet Survey Satellite,Success,F9 B4,Success,"['2 April 2018,', '20:30']",22:51
68,,KSC,,"6,460 kg",GTO,Iridium Communications,,,,,,,,,,Bangabandhu-1,Success,F9 B5B1046.1,Success,"['18 April 2018,', '22:51']",20:14
69,,VAFB,,"5,384 kg",LEO,Telkom Indonesia,,,,,,,,,,Iridium NEXT,Success,F9 B4B1043.2,Success,"['11 May 2018,', '20:14']",19:47
70,,CCAFS,,"2,697 kg",GTO,Telesat,,,,,,,,,,SES-12,Success,F9 B4B1040.2,Success,"['22 May 2018,', '19:47']",04:45
71,,CCAFS,,"7,075 kg",Polar,CONAE,,,,,,,,,,SpaceX CRS-15,Success,F9 B4B1045.2,Success,"['4 June 2018,', '04:45']",09:42
72,,CCAFS,,"9,600 kg",GTO,Es'hailSat,,,,,,,,,,Telstar 19V,Success,F9 B5,Success,"['29 June 2018,', '09:42']",05:50
73,,VAFB,,"5,800 kg",GTO,Spaceflight Industries,,,,,,,,,,Iridium NEXT,Success,F9 B5B1048,Failure,"['22 July 2018,', '05:50']",11:39
74,,CCAFS,,"7,060 kg",SSO,NASA,,,,,,,,,,Merah Putih,Success,F9 B5B1046.2,Not attempted,"['25 July 2018,', '11:39']",05:18
75,,CCAFS,,"3,000 kg",GTO,USAF,,,,,,,,,,Telstar 18V,Success,F9 B5,Success,"['7 August 2018,', '05:18']",04:45
76,,VAFB,,"5,300 kg",SSO,Iridium Communications,,,,,,,,,,SAOCOM 1A,Success,F9 B5B1048.2,Success,"['10 September 2018,', '04:45']",02:22
77,,KSC,,"~4,000 kg",LEO,PSN,,,,,,,,,,Es'hail 2,Success,F9 B5B1047.2,Success,"['8 October 2018,', '02:22']",20:46
78,,VAFB,,"2,500 kg",MEO,NASA,,,,,,,,,,SSO-A,Success,F9 B5B1046.3,Success,"['15 November 2018,', '20:46']",18:34:05
79,,CCAFS,,"4,400 kg",Polar,NASA,,,,,,,,,,SpaceX CRS-16,Success,F9 B5,Success,"['3 December 2018,', '18:34:05']",18:16
80,,CCAFS,,"9,600 kg",GTO,SpaceX,,,,,,,,,,GPS III,Success,F9 B5,Success,"['5 December 2018,', '18:16']",13:51
81,,VAFB,,"4,850 kg",LEO,Canadian Space Agency,,,,,,,,,,Iridium NEXT,Success,F9 B5B1049.2,Success,"['23 December 2018,', '13:51']",15:31
82,,CCAFS,,"12,055 kg",LEO,NASA,,,,,,,,,,Nusantara Satu,Success,F9 B5B1048.3,Not attempted,"['11 January 2019,', '15:31']",01:45
83,,KSC,,"2,495 kg",LEO,Spacecom,,,,,,,,,,Crew Dragon Demo-1,Success,F9 B5[268],Success,"['22 February 2019,', '01:45']",07:49
84,,CCAFS,,"13,620 kg",SSO,SpaceX,,,,,,,,,,SpaceX CRS-17,Success,F9 B5,Success,"['2 March 2019,', '07:49']",06:48
85,,CCAFS,,"4,200 kg",LEO,NASA,,,,,,,,,,Starlink,Success,F9 B5B1049.3,Success,"['4 May 2019,', '06:48']",02:30
86,,VAFB,,"2,268 kg",GTO,Sky Perfect JSAT,,,,,,,,,,RADARSAT Constellation,Success,F9 B5B1051.2,Success,"['24 May 2019,', '02:30']",14:17
87,,CCAFS,,"6,500 kg",LEO,SpaceX,,,,,,,,,,SpaceX CRS-18,Success,F9 B5B1056.2,Not attempted,"['12 June 2019,', '14:17']",22:01
88,,CCAFS,,"15,600 kg",LEO,NASA,,,,,,,,,,AMOS-17,Success,F9 B5B1047.3,Success,"['25 July 2019,', '22:01']",23:23
89,,CCAFS,,"2,617 kg",GTO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5,Failure,"['6 August 2019,', '23:23']",14:56
90,,CCAFS,,"6,956 kg",LEO,SpaceX,,,,,,,,,,SpaceX CRS-19,Success,F9 B5,Success,"['11 November 2019,', '14:56']",17:29
91,,CCAFS,,"15,600 kg",Sub-orbital,NASA,,,,,,,,,,JCSat-18,Success,F9 B5B1056.3,Failure,"['5 December 2019,', '17:29']",00:10
92,,CCAFS,,"12,050 kg",LEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5,Success,"['17 December 2019,', '00:10']",02:19:21
93,,KSC,,"15,600 kg",LEO,SpaceX,,,,,,,,,,Crew Dragon in-flight abort test,Success,F9 B5,Success,"['7 January 2020,', '02:19:21']",15:30
94,,CCAFS,,"15,600 kg",LEO,NASA,,,,,,,,,,Starlink,Success,F9 B5,Success,"['19 January 2020,', '15:30']",14:07
95,,CCAFS,,"1,977 kg",LEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5,Success,"['29 January 2020,', '14:07']",15:05
96,,CCAFS,,"15,600 kg",LEO,SpaceX,,,,,,,,,,SpaceX CRS-20,Success,F9 B5,Success,"['17 February 2020,', '15:05']",04:50
97,,KSC,,"15,600 kg",LEO,U.S. Space Force,,,,,,,,,,Starlink,Success,F9 B5,Success,"['7 March 2020,', '04:50']",12:16
98,,KSC,,"12,530 kg",LEO,Republic of Korea Army,,,,,,,,,,Starlink,Success,F9 B5,Success,"['18 March 2020,', '12:16']",19:30
99,,KSC,,"15,600 kg",LEO,SpaceX,,,,,,,,,,Crew Dragon Demo-2,Success,F9 B5,Success,"['22 April 2020,', '19:30']",19:22
100,,CCAFS,,"15,410 kg",MEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5,Success,"['30 May 2020,', '19:22']",01:25
101,,CCAFS,,"4,311 kg",GTO,CONAE,,,,,,,,,,Starlink,Success,F9 B5,Success,"['4 June 2020,', '01:25']",09:21
102,,CCAFS,,"5,000–6,000 kg",LEO,SpaceX,,,,,,,,,,GPS III,Success,F9 B5,Success,"['13 June 2020,', '09:21']",20:10:46
103,,CCAFS,,"14,932 kg",LEO,SpaceX,,,,,,,,,,ANASIS-II,Success,F9 B5B1058.2,Success,"['30 June 2020,', '20:10:46']",21:30
104,,KSC,,"~15,440 kg",SSO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5,Success,"['20 July 2020,', '21:30']",05:12
105,,CCAFS,,"3,130 kg",LEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5B1049.6,Success,"['7 August 2020,', '05:12']",14:31
106,,CCAFS,,"15,600 kg",LEO,USSF,,,,,,,,,,SAOCOM 1B,Success,F9 B5,Success,"['18 August 2020', '14:31']",23:18
107,,KSC,,"15,600 kg",LEO,NASA,,,,,,,,,,Starlink,Success,F9 B5B1060.2,Success,"['30 August 2020', '23:18']",12:46:14
108,,KSC,,"15,600 kg",LEO,NASA,,,,,,,,,,Starlink,Success,F9 B5B1058.3,Success,"['3 September 2020', '12:46:14']",11:29:34
109,,KSC,,"15,600 kg",MEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5B1051.6,Success,"['6 October 2020', '11:29:34']",12:25:57
110,,CCAFS,,"4,311 kg",LEO,NASA,,,,,,,,,,Starlink,Success,F9 B5,Success,"['18 October 2020', '12:25:57']",15:31:34
111,,CCAFS,,"~12,500 kg",LEO,Sirius XM,,,,,,,,,,GPS III,Success,F9 B5,Success,"['24 October 2020', '15:31:34']",23:24:23
112,,KSC,,"1,192 kg",LEO,NRO,,,,,,,,,,Crew-1,Success,F9 B5,Success,"['5 November 2020', '23:24:23']",00:27
113,,VAFB,,"15,600 kg",LEO,Türksat,,,,,,,,,,Sentinel-6 Michael Freilich (Jason-CS A),Success,F9 B5,Success,"['16 November 2020', '00:27']",17:17:08
114,,CCAFS,,"2,972 kg",GTO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5 ♺,Success,"['21 November 2020', '17:17:08']",02:13
115,,KSC,,"7,000 kg",LEO,"Various
",,,,,,,,,,SpaceX CRS-21,Success,F9 B5 ♺,Success,"['25 November 2020', '02:13']",16:17:08
116,,CCSFS,,C,GTO,SpaceX,,,,,,,,,,SXM-7,Success,F9 B5 ♺,Failure,"['6 December 2020', '16:17:08']",17:30:00
117,,KSC,,"3,500 kg",LEO,SpaceX,,,,,,,,,,NROL-108,Success,F9 B5 ♺,Success,"['13 December 2020', '17:30:00']",14:00:00
118,,CCSFS,,"15,600 kg",SSO,SpaceX,,,,,,,,,,Türksat 5A,Success,F9 B5,Success,"['19 December 2020', '14:00:00']",02:15
119,,KSC,,"~5,000 kg",LEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5B1051.8,Success,"['8 January 2021', '02:15']",13:02
120,,CCSFS,,"15,600 kg",LEO,SpaceX,,,,,,,,,,Transporter-1,Success,F9 B5B1058.5,Success,"['20 January 2021', '13:02']",15:00
121,,CCSFS,,"15,600 kg",LEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5 ♺,Success,"['24 January 2021', '15:00']",06:19
1,,CCSFS,,"15,600 kg",LEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5 ♺,Success,"['4 February 2021', '06:19']",03:59:37
2,,KSC,,"15,600 kg",LEO,NASA,,,,,,,,,,Starlink,Success,F9 B5 ♺,Success,"['16 February 2021', '03:59:37']",08:24
3,,CCSFS,,"15,600 kg",LEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5 ♺,Success,"['4 March 2021', '08:24']",08:13:29
4,,KSC,,"15,600 kg",LEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5 ♺,Success,"['11 March 2021', '08:13:29']",10:01
5,,CCSFS,,"15,600 kg",LEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5B1060.6,Success,"['14 March 2021', '10:01']",08:28
6,,CCSFS,,"~13,000 kg",LEO,SpaceX,,,,,,,,,,Starlink,Success,F9 B5 ♺,Success,"['24 March 2021', '08:28']",16:34
